Start of repitition 19: RAM Usage: 3144 MB
End of repitition 19: RAM Usage: 61080 MB
Start of repitition 20: RAM Usage: 3144 MB
End of repitition 20: RAM Usage: 63219 MB
Start of repitition 21: RAM Usage: 3144 MB
End of repitition 21: RAM Usage: 65358 MB
Start of repitition 22: RAM Usage: 3144 MB
End of repitition 22: RAM Usage: 67497 MB
Start of repitition 23: RAM Usage: 3144 MB
End of repitition 23: RAM Usage: 69636 MB
Start of repitition 24: RAM Usage: 3144 MB
End of repitition 24: RAM Usage: 71775 MB
Start of repitition 25: RAM Usage: 3144 MB
End of repitition 25: RAM Usage: 73914 MB
Start of repitition 26: RAM Usage: 3144 MB
End of repitition 26: RAM Usage: 76053 MB
Start of repitition 27: RAM Usage: 3144 MB
End of repitition 27: RAM Usage: 78192 MB
Start of repitition 28: RAM Usage: 3144 MB
End of repitition 28: RAM Usage: 80331 MB
Start of repitition 29: RAM Usage: 3144 MB
End of repitition 29: RAM Usage: 82470 MB
Start of repitition 30: RAM Usage: 3144 MB
End of repitition 30: RAM Usage: 84609 MB
Start of repitition 1: RAM Usage: 4192 MB
End of repitition 1: RAM Usage: 13415 MB
Start of repitition 2: RAM Usage: 4192 MB
End of repitition 2: RAM Usage: 22566 MB
Start of repitition 3: RAM Usage: 4192 MB
End of repitition 3: RAM Usage: 23438 MB
Start of repitition 4: RAM Usage: 4192 MB
End of repitition 4: RAM Usage: 24376 MB
Start of repitition 5: RAM Usage: 4192 MB
End of repitition 5: RAM Usage: 25250 MB
Start of repitition 6: RAM Usage: 4192 MB
End of repitition 6: RAM Usage: 26170 MB
Start of repitition 7: RAM Usage: 4192 MB
End of repitition 7: RAM Usage: 47089 MB
Start of repitition 8: RAM Usage: 4192 MB
End of repitition 8: RAM Usage: 49941 MB
Start of repitition 9: RAM Usage: 4192 MB
End of repitition 9: RAM Usage: 52793 MB
Start of repitition 10: RAM Usage: 4192 MB
End of repitition 10: RAM Usage: 55645 MB
Start of repitition 11: RAM Usage: 4192 MB
End of repitition 11: RAM Usage: 58497 MB
Start of repitition 12: RAM Usage: 4192 MB
End of repitition 12: RAM Usage: 61349 MB
Start of repitition 13: RAM Usage: 4192 MB
End of repitition 13: RAM Usage: 64201 MB
Start of repitition 14: RAM Usage: 4192 MB
End of repitition 14: RAM Usage: 67053 MB
Start of repitition 15: RAM Usage: 4192 MB
End of repitition 15: RAM Usage: 69905 MB
Start of repitition 16: RAM Usage: 4192 MB
End of repitition 16: RAM Usage: 72757 MB
Start of repitition 17: RAM Usage: 4192 MB
End of repitition 17: RAM Usage: 75609 MB
Start of repitition 18: RAM Usage: 4192 MB
End of repitition 18: RAM Usage: 78461 MB
Start of repitition 19: RAM Usage: 4192 MB
End of repitition 19: RAM Usage: 81313 MB
Start of repitition 20: RAM Usage: 4192 MB
End of repitition 20: RAM Usage: 84165 MB
Start of repitition 21: RAM Usage: 4192 MB
End of repitition 21: RAM Usage: 87017 MB
Start of repitition 22: RAM Usage: 4192 MB
End of repitition 22: RAM Usage: 89869 MB
Start of repitition 23: RAM Usage: 4192 MB
End of repitition 23: RAM Usage: 92721 MB
Start of repitition 24: RAM Usage: 4192 MB
End of repitition 24: RAM Usage: 95573 MB
Start of repitition 25: RAM Usage: 4192 MB
End of repitition 25: RAM Usage: 98425 MB
Start of repitition 26: RAM Usage: 4192 MB
End of repitition 26: RAM Usage: 101277 MB
Start of repitition 27: RAM Usage: 4192 MB
End of repitition 27: RAM Usage: 104129 MB
Start of repitition 28: RAM Usage: 4192 MB
End of repitition 28: RAM Usage: 106981 MB
Start of repitition 29: RAM Usage: 4192 MB
End of repitition 29: RAM Usage: 109833 MB
Start of repitition 30: RAM Usage: 4192 MB
End of repitition 30: RAM Usage: 112685 MB
Start of repitition 1: RAM Usage: 5240 MB
End of repitition 1: RAM Usage: 16263 MB
Start of repitition 2: RAM Usage: 5240 MB
End of repitition 2: RAM Usage: 28372 MB
Start of repitition 3: RAM Usage: 5240 MB
End of repitition 3: RAM Usage: 29371 MB
Start of repitition 4: RAM Usage: 5240 MB
End of repitition 4: RAM Usage: 30626 MB
Start of repitition 5: RAM Usage: 5240 MB
End of repitition 5: RAM Usage: 31872 MB
Start of repitition 6: RAM Usage: 5240 MB
End of repitition 6: RAM Usage: 56572 MB
Start of repitition 7: RAM Usage: 5240 MB
End of repitition 7: RAM Usage: 60297 MB
Start of repitition 8: RAM Usage: 5240 MB
End of repitition 8: RAM Usage: 64022 MB
Start of repitition 9: RAM Usage: 5240 MB
End of repitition 9: RAM Usage: 67747 MB
Start of repitition 10: RAM Usage: 5240 MB
End of repitition 10: RAM Usage: 71472 MB
Start of repitition 11: RAM Usage: 5240 MB
End of repitition 11: RAM Usage: 75197 MB
Start of repitition 12: RAM Usage: 5240 MB
End of repitition 12: RAM Usage: 78922 MB
Start of repitition 13: RAM Usage: 5240 MB
End of repitition 13: RAM Usage: 82647 MB
Start of repitition 14: RAM Usage: 5240 MB
End of repitition 14: RAM Usage: 86372 MB
Start of repitition 15: RAM Usage: 5240 MB
End of repitition 15: RAM Usage: 90097 MB
Start of repitition 16: RAM Usage: 5240 MB
End of repitition 16: RAM Usage: 93822 MB
Start of repitition 17: RAM Usage: 5240 MB
End of repitition 17: RAM Usage: 97547 MB
Start of repitition 18: RAM Usage: 5240 MB
End of repitition 18: RAM Usage: 101272 MB
Start of repitition 19: RAM Usage: 5240 MB
End of repitition 19: RAM Usage: 104997 MB
Start of repitition 20: RAM Usage: 5240 MB
End of repitition 20: RAM Usage: 108722 MB
Start of repitition 21: RAM Usage: 5240 MB
End of repitition 21: RAM Usage: 112447 MB
Start of repitition 22: RAM Usage: 5240 MB
End of repitition 22: RAM Usage: 116172 MB
Start of repitition 23: RAM Usage: 5240 MB
End of repitition 23: RAM Usage: 119897 MB
Start of repitition 24: RAM Usage: 5240 MB
End of repitition 24: RAM Usage: 123622 MB
Start of repitition 25: RAM Usage: 5240 MB
End of repitition 25: RAM Usage: 127347 MB
Start of repitition 26: RAM Usage: 5240 MB
End of repitition 26: RAM Usage: 131072 MB
Start of repitition 27: RAM Usage: 5240 MB
End of repitition 27: RAM Usage: 134797 MB
Start of repitition 28: RAM Usage: 5240 MB
End of repitition 28: RAM Usage: 138522 MB
Start of repitition 29: RAM Usage: 5240 MB
End of repitition 29: RAM Usage: 142247 MB
Start of repitition 30: RAM Usage: 5240 MB
End of repitition 30: RAM Usage: 145972 MB
Start of repitition 1: RAM Usage: 6288 MB
End of repitition 1: RAM Usage: 19767 MB
Start of repitition 2: RAM Usage: 6288 MB
End of repitition 2: RAM Usage: 33583 MB
Start of repitition 3: RAM Usage: 6288 MB
End of repitition 3: RAM Usage: 35334 MB
Start of repitition 4: RAM Usage: 6288 MB
End of repitition 4: RAM Usage: 36749 MB
Start of repitition 5: RAM Usage: 6288 MB
End of repitition 5: RAM Usage: 38197 MB
Start of repitition 6: RAM Usage: 6288 MB
End of repitition 6: RAM Usage: 67697 MB
Start of repitition 7: RAM Usage: 6288 MB
End of repitition 7: RAM Usage: 72167 MB
Start of repitition 8: RAM Usage: 6288 MB
End of repitition 8: RAM Usage: 76637 MB
Start of repitition 9: RAM Usage: 6288 MB
End of repitition 9: RAM Usage: 81107 MB
Start of repitition 10: RAM Usage: 6288 MB
End of repitition 10: RAM Usage: 85577 MB
Start of repitition 11: RAM Usage: 6288 MB
End of repitition 11: RAM Usage: 90047 MB
Start of repitition 12: RAM Usage: 6288 MB
End of repitition 12: RAM Usage: 94517 MB
Start of repitition 13: RAM Usage: 6288 MB
End of repitition 13: RAM Usage: 98987 MB
Start of repitition 14: RAM Usage: 6288 MB
End of repitition 14: RAM Usage: 103457 MB
Start of repitition 15: RAM Usage: 6288 MB
End of repitition 15: RAM Usage: 107927 MB
Start of repitition 16: RAM Usage: 6288 MB
End of repitition 16: RAM Usage: 112397 MB
Start of repitition 17: RAM Usage: 6288 MB
End of repitition 17: RAM Usage: 116867 MB
Start of repitition 18: RAM Usage: 6288 MB
End of repitition 18: RAM Usage: 121337 MB
Start of repitition 19: RAM Usage: 6288 MB
End of repitition 19: RAM Usage: 125807 MB
Start of repitition 20: RAM Usage: 6288 MB
End of repitition 20: RAM Usage: 130277 MB
Start of repitition 21: RAM Usage: 6288 MB
End of repitition 21: RAM Usage: 134747 MB
Start of repitition 22: RAM Usage: 6288 MB
End of repitition 22: RAM Usage: 139217 MB
Start of repitition 23: RAM Usage: 6288 MB
End of repitition 23: RAM Usage: 143687 MB
Start of repitition 24: RAM Usage: 6288 MB
End of repitition 24: RAM Usage: 148157 MB
Start of repitition 25: RAM Usage: 6288 MB
End of repitition 25: RAM Usage: 152627 MB
Start of repitition 26: RAM Usage: 6288 MB
End of repitition 26: RAM Usage: 157097 MB
Start of repitition 27: RAM Usage: 6288 MB
End of repitition 27: RAM Usage: 161567 MB
Start of repitition 28: RAM Usage: 6288 MB
End of repitition 28: RAM Usage: 166037 MB
Start of repitition 29: RAM Usage: 6288 MB
End of repitition 29: RAM Usage: 170507 MB
Start of repitition 30: RAM Usage: 6288 MB
End of repitition 30: RAM Usage: 174977 MB
Start of repitition 1: RAM Usage: 7336 MB
End of repitition 1: RAM Usage: 23169 MB
Start of repitition 2: RAM Usage: 7336 MB
End of repitition 2: RAM Usage: 39718 MB
Start of repitition 3: RAM Usage: 7336 MB
End of repitition 3: RAM Usage: 41276 MB
Start of repitition 4: RAM Usage: 7336 MB
End of repitition 4: RAM Usage: 42906 MB
Start of repitition 5: RAM Usage: 7336 MB
End of repitition 5: RAM Usage: 44561 MB
Start of repitition 6: RAM Usage: 7336 MB
End of repitition 6: RAM Usage: 78892 MB
Start of repitition 7: RAM Usage: 7336 MB
End of repitition 7: RAM Usage: 84107 MB
Start of repitition 8: RAM Usage: 7336 MB
End of repitition 8: RAM Usage: 89322 MB
Start of repitition 9: RAM Usage: 7336 MB
End of repitition 9: RAM Usage: 94537 MB
Start of repitition 10: RAM Usage: 7336 MB
End of repitition 10: RAM Usage: 99752 MB
Start of repitition 11: RAM Usage: 7336 MB
End of repitition 11: RAM Usage: 104967 MB
Start of repitition 12: RAM Usage: 7336 MB
End of repitition 12: RAM Usage: 110182 MB
Start of repitition 13: RAM Usage: 7336 MB
End of repitition 13: RAM Usage: 115397 MB
Start of repitition 14: RAM Usage: 7336 MB
End of repitition 14: RAM Usage: 120612 MB
Start of repitition 15: RAM Usage: 7336 MB
End of repitition 15: RAM Usage: 125827 MB
Start of repitition 16: RAM Usage: 7336 MB
End of repitition 16: RAM Usage: 131042 MB
Start of repitition 17: RAM Usage: 7336 MB
End of repitition 17: RAM Usage: 136257 MB
Start of repitition 18: RAM Usage: 7336 MB
End of repitition 18: RAM Usage: 141472 MB
Start of repitition 19: RAM Usage: 7336 MB
End of repitition 19: RAM Usage: 146687 MB
Start of repitition 20: RAM Usage: 7336 MB
End of repitition 20: RAM Usage: 151902 MB
Start of repitition 21: RAM Usage: 7336 MB
End of repitition 21: RAM Usage: 157117 MB
Start of repitition 22: RAM Usage: 7336 MB
End of repitition 22: RAM Usage: 162332 MB
Start of repitition 23: RAM Usage: 7336 MB
End of repitition 23: RAM Usage: 167547 MB
Start of repitition 24: RAM Usage: 7336 MB
End of repitition 24: RAM Usage: 172762 MB
Start of repitition 25: RAM Usage: 7336 MB
End of repitition 25: RAM Usage: 177977 MB
Start of repitition 26: RAM Usage: 7336 MB
End of repitition 26: RAM Usage: 183192 MB
Start of repitition 27: RAM Usage: 7336 MB
End of repitition 27: RAM Usage: 188407 MB
Start of repitition 28: RAM Usage: 7336 MB
End of repitition 28: RAM Usage: 193622 MB
Start of repitition 29: RAM Usage: 7336 MB
End of repitition 29: RAM Usage: 198837 MB
Start of repitition 30: RAM Usage: 7336 MB
End of repitition 30: RAM Usage: 204052 MB
Start of repitition 1: RAM Usage: 8384 MB
End of repitition 1: RAM Usage: 26674 MB
Start of repitition 2: RAM Usage: 8384 MB
End of repitition 2: RAM Usage: 45368 MB
Start of repitition 3: RAM Usage: 8384 MB
End of repitition 3: RAM Usage: 47220 MB
Start of repitition 4: RAM Usage: 8384 MB
End of repitition 4: RAM Usage: 49054 MB
Start of repitition 5: RAM Usage: 8384 MB
End of repitition 5: RAM Usage: 50951 MB
Start of repitition 6: RAM Usage: 8384 MB
End of repitition 6: RAM Usage: 90010 MB
Start of repitition 7: RAM Usage: 8384 MB
End of repitition 7: RAM Usage: 95970 MB
Start of repitition 8: RAM Usage: 8384 MB
End of repitition 8: RAM Usage: 101930 MB
Start of repitition 9: RAM Usage: 8384 MB
End of repitition 9: RAM Usage: 107890 MB
Start of repitition 10: RAM Usage: 8384 MB
End of repitition 10: RAM Usage: 113850 MB
Start of repitition 11: RAM Usage: 8384 MB
End of repitition 11: RAM Usage: 119810 MB
Start of repitition 12: RAM Usage: 8384 MB
End of repitition 12: RAM Usage: 125770 MB
Start of repitition 13: RAM Usage: 8384 MB
End of repitition 13: RAM Usage: 131730 MB
Start of repitition 14: RAM Usage: 8384 MB
End of repitition 14: RAM Usage: 137690 MB
Start of repitition 15: RAM Usage: 8384 MB
End of repitition 15: RAM Usage: 143650 MB
Start of repitition 16: RAM Usage: 8384 MB
End of repitition 16: RAM Usage: 149610 MB
Start of repitition 17: RAM Usage: 8384 MB
End of repitition 17: RAM Usage: 155570 MB
Start of repitition 18: RAM Usage: 8384 MB
End of repitition 18: RAM Usage: 161530 MB
Start of repitition 19: RAM Usage: 8384 MB
End of repitition 19: RAM Usage: 167490 MB
Start of repitition 20: RAM Usage: 8384 MB
End of repitition 20: RAM Usage: 173450 MB
Start of repitition 21: RAM Usage: 8384 MB
End of repitition 21: RAM Usage: 179410 MB
Start of repitition 22: RAM Usage: 8384 MB
End of repitition 22: RAM Usage: 185370 MB
Start of repitition 23: RAM Usage: 8384 MB
End of repitition 23: RAM Usage: 191330 MB
Start of repitition 24: RAM Usage: 8384 MB
End of repitition 24: RAM Usage: 197290 MB
Start of repitition 25: RAM Usage: 8384 MB
End of repitition 25: RAM Usage: 203250 MB
Start of repitition 26: RAM Usage: 8384 MB
End of repitition 26: RAM Usage: 209210 MB
Start of repitition 27: RAM Usage: 8384 MB
End of repitition 27: RAM Usage: 215170 MB
Start of repitition 28: RAM Usage: 8384 MB
End of repitition 28: RAM Usage: 221130 MB
Start of repitition 29: RAM Usage: 8384 MB
End of repitition 29: RAM Usage: 227090 MB
Start of repitition 30: RAM Usage: 8384 MB
End of repitition 30: RAM Usage: 233050 MB
Start of repitition 1: RAM Usage: 9432 MB
End of repitition 1: RAM Usage: 31661 MB
Start of repitition 2: RAM Usage: 9432 MB
End of repitition 2: RAM Usage: 53849 MB
Start of repitition 3: RAM Usage: 9432 MB
End of repitition 3: RAM Usage: 55717 MB
Start of repitition 4: RAM Usage: 9432 MB
End of repitition 4: RAM Usage: 58206 MB
Start of repitition 5: RAM Usage: 9432 MB
End of repitition 5: RAM Usage: 60461 MB
Start of repitition 6: RAM Usage: 9432 MB
End of repitition 6: RAM Usage: 62769 MB
Start of repitition 7: RAM Usage: 9432 MB
End of repitition 7: RAM Usage: 113050 MB
Start of repitition 8: RAM Usage: 9432 MB
End of repitition 8: RAM Usage: 120043 MB
Start of repitition 9: RAM Usage: 9432 MB
End of repitition 9: RAM Usage: 127036 MB
Start of repitition 10: RAM Usage: 9432 MB
End of repitition 10: RAM Usage: 134029 MB
Start of repitition 11: RAM Usage: 9432 MB
End of repitition 11: RAM Usage: 141022 MB
Start of repitition 12: RAM Usage: 9432 MB
End of repitition 12: RAM Usage: 148015 MB
Start of repitition 13: RAM Usage: 9432 MB
End of repitition 13: RAM Usage: 155008 MB
Start of repitition 14: RAM Usage: 9432 MB
End of repitition 14: RAM Usage: 162001 MB
Start of repitition 15: RAM Usage: 9432 MB
End of repitition 15: RAM Usage: 168994 MB
Start of repitition 16: RAM Usage: 9432 MB
End of repitition 16: RAM Usage: 175987 MB
Start of repitition 17: RAM Usage: 9432 MB
End of repitition 17: RAM Usage: 182980 MB
Start of repitition 18: RAM Usage: 9432 MB
End of repitition 18: RAM Usage: 189973 MB
Start of repitition 19: RAM Usage: 9432 MB
End of repitition 19: RAM Usage: 196966 MB
Start of repitition 20: RAM Usage: 9432 MB
End of repitition 20: RAM Usage: 203959 MB
Start of repitition 21: RAM Usage: 9432 MB
End of repitition 21: RAM Usage: 210952 MB
Start of repitition 22: RAM Usage: 9432 MB
End of repitition 22: RAM Usage: 217945 MB
Start of repitition 23: RAM Usage: 9432 MB
End of repitition 23: RAM Usage: 224938 MB
Start of repitition 24: RAM Usage: 9432 MB
End of repitition 24: RAM Usage: 231931 MB
Start of repitition 25: RAM Usage: 9432 MB
End of repitition 25: RAM Usage: 238924 MB
Start of repitition 26: RAM Usage: 9432 MB
End of repitition 26: RAM Usage: 245917 MB
Start of repitition 27: RAM Usage: 9432 MB
End of repitition 27: RAM Usage: 252910 MB
Start of repitition 28: RAM Usage: 9432 MB
End of repitition 28: RAM Usage: 259903 MB
Start of repitition 29: RAM Usage: 9432 MB
End of repitition 29: RAM Usage: 266896 MB
Start of repitition 30: RAM Usage: 9432 MB
End of repitition 30: RAM Usage: 273889 MB
Start of repitition 1: RAM Usage: 10480 MB
End of repitition 1: RAM Usage: 35687 MB
Start of repitition 2: RAM Usage: 10480 MB
End of repitition 2: RAM Usage: 59534 MB
Start of repitition 3: RAM Usage: 10480 MB
End of repitition 3: RAM Usage: 62456 MB
Start of repitition 4: RAM Usage: 10480 MB
End of repitition 4: RAM Usage: 64321 MB
Start of repitition 5: RAM Usage: 10480 MB
End of repitition 5: RAM Usage: 66793 MB
Start of repitition 6: RAM Usage: 10480 MB
End of repitition 6: RAM Usage: 69563 MB
Start of repitition 7: RAM Usage: 10480 MB
End of repitition 7: RAM Usage: 125393 MB
Start of repitition 8: RAM Usage: 10480 MB
End of repitition 8: RAM Usage: 133163 MB
Start of repitition 9: RAM Usage: 10480 MB
End of repitition 9: RAM Usage: 140933 MB
Start of repitition 10: RAM Usage: 10480 MB
End of repitition 10: RAM Usage: 148703 MB
Start of repitition 11: RAM Usage: 10480 MB
End of repitition 11: RAM Usage: 156473 MB
Start of repitition 12: RAM Usage: 10480 MB
End of repitition 12: RAM Usage: 164243 MB
Start of repitition 13: RAM Usage: 10480 MB
End of repitition 13: RAM Usage: 172013 MB
Start of repitition 14: RAM Usage: 10480 MB
End of repitition 14: RAM Usage: 179783 MB
Start of repitition 15: RAM Usage: 10480 MB
End of repitition 15: RAM Usage: 187553 MB
Start of repitition 16: RAM Usage: 10480 MB
End of repitition 16: RAM Usage: 195323 MB
Start of repitition 17: RAM Usage: 10480 MB
End of repitition 17: RAM Usage: 203093 MB
Start of repitition 18: RAM Usage: 10480 MB
End of repitition 18: RAM Usage: 210863 MB
Start of repitition 19: RAM Usage: 10480 MB
End of repitition 19: RAM Usage: 218633 MB
Start of repitition 20: RAM Usage: 10480 MB
End of repitition 20: RAM Usage: 226403 MB
Start of repitition 21: RAM Usage: 10480 MB
End of repitition 21: RAM Usage: 234173 MB
Start of repitition 22: RAM Usage: 10480 MB
End of repitition 22: RAM Usage: 241943 MB
Start of repitition 23: RAM Usage: 10480 MB
End of repitition 23: RAM Usage: 249713 MB
Start of repitition 24: RAM Usage: 10480 MB
End of repitition 24: RAM Usage: 257483 MB
Start of repitition 25: RAM Usage: 10480 MB
End of repitition 25: RAM Usage: 265253 MB
Start of repitition 26: RAM Usage: 10480 MB
End of repitition 26: RAM Usage: 273023 MB
Start of repitition 27: RAM Usage: 10480 MB
End of repitition 27: RAM Usage: 280793 MB
Start of repitition 28: RAM Usage: 10480 MB
End of repitition 28: RAM Usage: 288563 MB
Start of repitition 29: RAM Usage: 10480 MB
End of repitition 29: RAM Usage: 296333 MB
Start of repitition 30: RAM Usage: 10480 MB
End of repitition 30: RAM Usage: 304103 MB
