Repetition,Execution_Time_File1_ms,Execution_Time_File2_ms
110,24179.853415,19608.493287
111,24871.283621,20330.423435
112,25662.577628000003,20758.489657
113,26048.713349,21442.422472000002
114,26790.759729,22070.406196
115,27469.892411,22748.538668999998
116,28112.734389,23347.592988
117,28685.834525000002,24057.418474
118,29408.046229,24636.518539
119,30067.31479,25377.450042
120,30823.763750000002,25932.257289999998
121,13490.766839999998,8774.399334
122,14553.166774,9612.890868999999
123,15444.071942,10885.775462
124,17033.392665,12161.712679
125,18076.450281,13265.783952
126,19046.297056,13966.1322
127,19206.498069999998,14485.150177
128,20210.432084,15228.705881
129,21236.394727,16147.150667999998
130,22192.627803,17067.467079000002
131,23015.599447,17928.092227
132,23956.370777,18710.508546
133,24988.206589,19569.733621
134,25775.271769,20522.288099
135,26902.282324,21406.292602
136,27618.781883,22260.905844
137,28402.647826,23018.070394
138,29347.36404,23960.558034
139,30093.569058,24687.980696
140,30906.356380999998,25624.031572
141,31597.411557,26263.614123
142,32592.911922,27040.14882
143,33564.457021,27854.640540999997
144,34342.48688800001,28771.875439
145,35191.879231,29469.466477
146,36008.617377,30326.757173
147,36999.726807,30969.063420000002
148,38225.944003000004,31832.445923000003
149,39036.641073,32626.908339000005
150,39666.294346999995,33617.761882000006
151,16025.955382,10370.432066
152,17285.958828,11205.903124
153,18325.752586,12704.577173
154,19968.334802,14247.889822
155,21475.712764,15673.636224
156,22571.955633999998,16537.259375
157,22731.94224,17216.963869
158,23929.448497999998,18204.815609
159,25220.505297,19168.246975
160,26300.905408,20176.557528
161,27391.778170999998,21283.028468
162,28424.294266,22344.158934
163,29469.470221000003,23239.390696000002
164,30504.669106,24393.109323
165,31418.122273,25467.149842000003
166,32490.347503,26435.457889999998
167,33480.189142999996,27664.271200000003
168,34472.90208,28452.746075
169,35515.093756,29479.864594
170,36421.243844000004,30535.545817
171,37525.931097,31280.987314
172,38452.479537,32428.919823999997
173,39591.215167,33732.508997
174,40545.202733000006,34468.628078
175,41733.391662,35359.308826
176,42847.184299,36432.737601
177,43872.304777,37510.947350999995
178,44921.76754,38676.208351
179,45878.936272,39313.790455
180,46968.687185999996,40500.07761
181,18094.707671999997,12192.228714
182,19590.830052,12974.868461
183,20695.529368,14812.524091
184,22800.605342000003,16611.906832999997
185,24621.369099,18281.798021
186,25993.787494,19404.703491
187,26220.656713,20598.228876
188,27476.923482,21204.308558
189,28892.238755000002,22358.346993000003
190,30243.508417,23447.567972
191,31583.707529000003,24642.185433000002
192,32857.072727,25840.218052
193,34108.237118,27044.532575
194,35491.889071000005,28346.897664
195,36683.811774,29539.181025
196,37773.270216,30522.533767999998
197,38934.084173,31805.395961
198,40918.095657000005,33240.33911
199,41788.775520999996,34113.877597
200,42854.911516,35500.881232
201,43894.166481,36635.903018
202,45024.977544,38075.913982000005
203,46160.375135,39495.622491
204,47433.993531,40186.803156
205,48802.435961999996,41502.988968
206,49843.041597999996,42815.663221
207,51085.289251,43796.461084999995
208,52508.617723999996,44783.885856
209,54028.093822999996,46010.487492
210,55229.952189,47075.283055
211,20986.303849,13926.490515
212,22616.414049,14731.401081
213,24125.513188,16869.882431
214,26384.173609,19003.093075999997
215,28493.178832,20908.597016000003
216,30245.651029,22321.745383999998
217,30783.765771,23687.752209
218,32248.518902,24268.396481
219,33604.940746,25831.664114
220,34918.339846,27141.682045
221,36404.773429,28404.371739
222,37764.481246,29756.997304999997
223,39372.429834999995,31214.069633000003
224,40564.304464,32452.688349
225,42300.397063,33633.157174
226,43482.394731,34918.36248900001
227,44798.516368000004,36237.444583
228,46404.104552,37566.419838999995
229,47533.041821,38745.666329
230,48827.220669,40202.536717999996
231,50310.657868,41502.953033
232,51992.490112,43091.009795
233,52922.427040999995,44346.625650999995
234,54567.460901,45670.894491
235,55933.92292,46750.618021
236,57314.522128,48232.057172
237,58885.617776,49626.481110999994
238,60889.877988,50855.558340999996
239,61974.366272,52530.082032000006
240,63133.219475,53615.881809
241,24420.146147,16358.789107999999
242,26446.497548,17672.074575
243,28447.200456000002,20253.359446000002
244,30905.896148,22768.338219
245,33224.029796,24680.354049999998
246,35238.332801,26345.887676
247,36869.60075,27591.149216
248,37798.340123,28601.183873
249,39602.262004000004,30240.470523
250,40873.082594,31924.557563000002
251,42716.017599,33826.297772
252,44717.800124999994,35281.891951
253,46174.292326,36738.627217
254,47529.407372999995,38080.877921
255,49163.515766000004,39627.229053
256,50974.286397,41411.59743
257,52239.706068,42733.36457
258,54121.889856,44224.612802
259,55466.698426999996,46081.521967999994
260,56968.572842,47214.76487399999
261,58724.425573,49028.155798
262,61633.710944,50478.334578
263,62214.136230000004,51946.81172
264,64549.61951199999,53406.640443000004
265,65675.26212900001,55007.756258999994
266,68059.36910699999,56610.471531999996
267,69981.87282399999,58002.954997
268,71370.93576200001,59917.065332
269,72814.601719,61505.329506
270,73394.901464,63089.152877
271,26739.268142,18337.996719
272,28846.120265,19420.823930000002
273,31287.183465,22425.370349
274,34252.388553000004,24977.506907
275,36586.887503,27407.750645
276,38840.8161,29177.052802
277,40589.253208,30550.209898999998
278,41445.135935000006,31849.171202
279,43512.952179,33679.527176
280,45435.682907,35455.326774
281,47524.687305,37216.555731
282,48975.170666,39064.680928999995
283,50820.651574999996,40570.908435
284,52948.994939000004,42574.203986
285,54573.461378,44156.948055999994
286,56416.141367000004,45655.756965
287,58097.289533999996,47233.792593
288,60054.401922,49155.281501
289,61953.670723,50760.803602
290,64018.17493,52527.068098
291,65596.526971,54534.522904
292,67516.732031,56254.195428000006
293,69039.637894,57938.057769
294,70628.073899,59517.506650999996
295,72385.077522,61170.420447
296,74343.32355,63293.051351
297,76658.322313,64906.850977999995
298,78264.66486799999,66693.90872600001
299,79651.719767,68640.95177
300,81595.41813,70408.422054
